0	0	False	GenericCell	G1	[18.503444808655907, 1.1464121666241027, -12.180682632177842]	10.0
0	1	False	GenericCell	G1	[-9.411874787686546, 1.5132296493570117, -3.7832523781134952]	10.0
0	2	False	GenericCell	G1	[1.9918081351736205, 15.624396942392714, 19.090195158674817]	10.0
0	3	False	GenericCell	G1	[2.880193132135979, -0.7501320791495232, 16.99027571548843]	10.0
1	0	False	GenericCell	G1	[15.87238322573813, 5.278882568519801, -13.180784289185866]	10.259921
1	1	False	GenericCell	G1	[-11.775725357118322, 1.7520408628765074, 0.6161998252516483]	10.216600833333333
1	2	False	GenericCell	G1	[-1.7963235610137547, 18.79914029655396, 19.84588218883317]	10.216600833333333
1	3	False	GenericCell	G1	[6.814020281281346, -2.3660220509052676, 14.360845442629678]	10.259921
2	0	False	GenericCell	G1	[13.573860873094928, 4.965723218692308, -8.751481159345328]	10.519842
2	1	False	GenericCell	G1	[-8.210729772181626, 5.072341170693691, 1.741549702085951]	10.433201666666665
2	2	False	GenericCell	G1	[2.4455370266161918, 16.959846699087734, 17.942301925899276]	10.433201666666665
2	3	False	GenericCell	G1	[10.975032965719794, -1.408390072604645, 11.759131693179448]	10.519842
3	0	False	GenericCell	G1	[16.200475485716247, 1.9188651937183798, -11.72091744463857]	10.779763
3	1	False	GenericCell	G1	[-6.443204629321771, 0.8077654495278965, 3.6622914306380983]	10.649802499999998
3	2	False	GenericCell	G1	[5.722503888022797, 20.23260900896478, 19.826582969770172]	10.649802499999998
3	3	False	GenericCell	G1	[9.43269623378983, -4.978992355052261, 14.901105077204123]	10.779763
4	0	False	GenericCell	G1	[13.991059937277177, 0.2577470407288307, -7.554483787885558]	11.039684000000001
4	1	False	GenericCell	G1	[-6.07609449227209, -2.053489496498294, -0.4216344111367034]	10.86640333333333
4	2	False	GenericCell	G1	[9.353973343878225, 17.85592574061419, 17.343881571468025]	10.86640333333333
4	3	False	GenericCell	G1	[5.658964668288993, -6.846155447302878, 17.59789058192631]	11.039684000000001
5	0	False	GenericCell	G1	[15.896107009353944, 0.6972056571456475, -12.156404232398778]	11.299605000000001
5	1	False	GenericCell	G1	[-2.9023749215725587, -2.9703750471976305, -4.174876339587033]	11.083004166666663
5	2	False	GenericCell	G1	[6.020684080889708, 14.424687408847893, 18.798455804659]	11.083004166666663
5	3	False	GenericCell	G1	[3.2931463651372748, -3.9013838061063355, 14.322035924332823]	11.299605000000001
6	0	False	GenericCell	G1	[15.788990695280338, -2.7971901689722047, -15.730998461912026]	11.559526000000002
6	1	False	GenericCell	G1	[0.6521315928485532, -6.474053847290892, -3.8753461996763345]	11.299604999999996
6	2	False	GenericCell	G1	[8.061808661085223, 12.253379097180407, 14.783579634239125]	11.299604999999996
6	3	False	GenericCell	G1	[-0.12132538270988169, -6.64399298181662, 16.7343952658206]	11.559526000000002
7	0	False	GenericCell	G1	[12.79361694616097, 0.038231944819594244, -18.557324264028093]	11.819447000000002
7	1	False	GenericCell	G1	[-2.756562865104695, -9.996762586406192, -2.889787864680634]	11.516205833333329
7	2	False	GenericCell	G1	[12.431031926274624, 12.410966004697059, 17.209492745936863]	11.516205833333329
7	3	False	GenericCell	G1	[-1.32700083464488, -8.14797813311476, 12.12089601153692]	11.819447000000002
8	0	False	GenericCell	G1	[9.139765848718977, -1.4829759037135908, -21.612696391819235]	12.079368000000002
8	1	False	GenericCell	G1	[-5.776427076287496, -6.673212047061442, -0.691053692835728]	11.732806666666661
8	2	False	GenericCell	G1	[9.424539597375519, 14.090156955814187, 13.584396660871366]	11.732806666666661
8	3	False	GenericCell	G1	[-1.828045367188341, -3.771651383830239, 14.486634492414526]	12.079368000000002
9	0	False	GenericCell	G1	[6.0389546402844125, -2.1573267235778664, -17.74873199998085]	12.339289000000003
9	1	False	GenericCell	G1	[-8.352385614123452, -3.492568617644804, 2.1808698761783947]	11.949407499999994
9	2	False	GenericCell	G1	[10.753457434020863, 17.908544192266106, 16.526147210450127]	11.949407499999994
9	3	False	GenericCell	G1	[2.144619384427189, -6.801275707841532, 14.288363902990282]	12.339289000000003
10	0	False	GenericCell	S	[1.9674971396116065, -5.056191395567557, -17.60795759284216]	12.599210000000003
10	1	False	GenericCell	G1	[-4.107504273929685, -5.284495801400082, 0.2392264032942406]	12.166008333333327
10	2	False	GenericCell	G1	[14.332779247035566, 14.423349628701736, 16.730779106738318]	12.166008333333327
10	3	False	GenericCell	S	[5.1649854753392646, -9.463578680362811, 11.323649488519157]	12.599210000000003
11	0	False	GenericCell	S	[-1.0246138870231891, -1.1166182702511023, -18.33392948938831]	12.599210000000003
11	1	False	GenericCell	G1	[-0.2549252030810871, -6.562905319458808, 3.1586961508676272]	12.38260916666666
11	2	False	GenericCell	G1	[16.483491096159057, 18.823995241036357, 15.72641028171443]	12.38260916666666
11	3	False	GenericCell	S	[0.6671402396402986, -9.848099762765825, 9.17387466940723]	12.599210000000003
12	0	False	GenericCell	S	[-5.402478040356412, -1.235219723590629, -15.921412308055558]	12.599210000000003
12	1	False	GenericCell	S	[-2.7163741202048897, -2.211614029881491, 3.0719013259145767]	12.599209999999992
12	2	False	GenericCell	S	[20.645451124910657, 20.975053665720438, 17.473131888802865]	12.599209999999992
12	3	False	GenericCell	S	[2.1458800222299055, -12.710757602424701, 12.997291825359012]	12.599210000000003
13	0	False	GenericCell	S	[-9.747259728511722, -1.0051884129690194, -13.457683898022504]	12.599210000000003
13	1	False	GenericCell	S	[0.15312489115111072, -3.772612790573413, -0.7134993520778092]	12.599209999999992
13	2	False	GenericCell	S	[23.602510086720685, 18.369598088798575, 14.39621727622978]	12.599209999999992
13	3	False	GenericCell	S	[2.5332931160653205, -16.64781051070733, 9.939592446396428]	12.599210000000003
14	0	False	GenericCell	S	[-9.138281489058716, 3.7443775071229446, -14.896700602085975]	12.599210000000003
14	1	False	GenericCell	S	[-1.293357489060847, -8.133004468035683, 1.2599932734098398]	12.599209999999992
14	2	False	GenericCell	S	[19.54546849063469, 18.666360962799228, 11.488925532313655]	12.599209999999992
14	3	False	GenericCell	S	[-0.5012687372406379, -17.223767692950727, 6.007708968636367]	12.599210000000003
15	0	False	GenericCell	S	[-7.916050088723394, 5.071199427951426, -19.55992845352572]	12.599210000000003
15	1	False	GenericCell	S	[-0.982223261145932, -8.705742114085888, 6.217327948516681]	12.599209999999992
15	2	False	GenericCell	S	[15.670576141788324, 15.511306939609677, 11.313302653373217]	12.599209999999992
15	3	False	GenericCell	S	[4.154690160323019, -19.0429278556287, 6.120416762170187]	12.599210000000003
16	0	False	GenericCell	S	[-4.506138073560466, 8.129786164867227, -21.56431045843653]	12.599210000000003
16	1	False	GenericCell	S	[2.34361948743764, -11.981117996007741, 8.009165788227273]	12.599209999999992
16	2	False	GenericCell	S	[12.338052237856239, 14.498423756352459, 7.726054113503698]	12.599209999999992
16	3	False	GenericCell	S	[0.5232455974636858, -20.086243391992145, 9.395184399493793]	12.599210000000003
17	0	False	GenericCell	S	[-9.05674001852724, 9.29426124110789, -19.850828700354782]	12.599210000000003
17	1	False	GenericCell	S	[1.0262573500778398, -9.95301790961018, 12.385393277584406]	12.599209999999992
17	2	False	GenericCell	S	[13.925385484179445, 13.712295561700662, 3.050332177086763]	12.599209999999992
17	3	False	GenericCell	S	[1.4596651834058672, -20.46134751500383, 14.292368820767257]	12.599210000000003
18	0	False	GenericCell	S	[-6.920817227011623, 13.802668480268057, -19.516018314356483]	12.599210000000003
18	1	False	GenericCell	S	[2.6273917334473564, -5.968214742423181, 9.824590199413734]	12.599209999999992
18	2	False	GenericCell	S	[16.85481596829566, 17.7535984301023, 3.3441146894650933]	12.599209999999992
18	3	False	GenericCell	S	[3.440024842937777, -16.303577625429245, 16.239450011741486]	12.599210000000003
19	0	False	GenericCell	S	[-9.9890798550002, 15.359481231020007, -15.888057660657937]	12.599210000000003
19	1	False	GenericCell	S	[7.510547912701707, -6.823216391999144, 9.173623296850758]	12.599209999999992
19	2	False	GenericCell	S	[21.57703495651839, 17.957053155135483, 4.9748366161375674]	12.599209999999992
19	3	False	GenericCell	S	[1.709847324458313, -14.22473689317087, 12.034107342653542]	12.599210000000003
20	0	False	GenericCell	S	[-14.591830216472943, 14.05487614686343, -14.434546503371779]	12.599210000000003
20	1	False	GenericCell	S	[11.656963692106466, -7.013075598157329, 11.961308656811637]	12.599209999999992
20	2	False	GenericCell	S	[19.31846639781205, 20.202581850561742, 1.1204275896277438]	12.599209999999992
20	3	False	GenericCell	S	[3.5927289898888906, -17.183092608553945, 8.469996219912602]	12.599210000000003
21	0	False	GenericCell	S	[-10.510056471714371, 15.75148492247836, -12.097744894525619]	12.599210000000003
21	1	False	GenericCell	S	[9.913187020821184, -11.609027182609124, 11.046720249900497]	12.599209999999992
21	2	False	GenericCell	S	[15.608509439819011, 23.332438704298397, 2.320517355002285]	12.599209999999992
21	3	False	GenericCell	S	[-0.6684918626280285, -18.02821090195887, 5.994562537458691]	12.599210000000003
22	0	False	GenericCell	S	[-6.154990899665867, 17.921189750526477, -10.946317596645926]	12.599210000000003
22	1	False	GenericCell	M	[7.350467373406061, -9.257114141703816, 7.454927792537175]	12.599209999999992
22	2	False	GenericCell	S	[11.812634551277332, 20.0826040256602, 2.1475769257809687]	12.599209999999992
22	3	False	GenericCell	S	[1.0891922320857752, -15.578215863320473, 2.006070224085459]	12.599210000000003
23	0	False	GenericCell	S	[-7.948063874983088, 22.584363179852687, -11.145573395088691]	12.599210000000003
23	1	False	GenericCell	G1	[10.22895891623212, -6.2927285965606155, 10.270368215921215]	10.0
23	2	False	GenericCell	M	[14.317189760610443, 18.149852192219644, -1.7243313316206117]	12.599209999999992
23	3	False	GenericCell	M	[3.053472739024001, -19.713284933279116, 4.016743215084709]	12.599210000000003
24	0	False	GenericCell	M	[-7.580866136770473, 26.94427030983897, -8.72557842836948]	12.599210000000003
24	1	False	GenericCell	G1	[9.297172268809062, -4.934280865899888, 14.99121489917061]	10.19993923076923
24	2	False	GenericCell	G1	[15.338419992176117, 15.014428541857463, -5.4828160458220445]	10.0
24	3	False	GenericCell	G1	[5.840629937895198, -23.12278094014421, 6.384673055251313]	10.0
25	0	False	GenericCell	G1	[-4.6464180841134155, 30.1903620215216, -11.144649164334538]	10.0
25	1	False	GenericCell	G1	[10.976536674519872, -2.0501685024696523, 18.714336045190496]	10.39987846153846
25	2	False	GenericCell	G1	[14.421557445245174, 16.89492584869252, -0.9415504789319726]	10.19993923076923
25	3	False	GenericCell	G1	[2.5257929076861365, -22.47620504818643, 2.6976966410205727]	10.236291818181819
26	0	False	GenericCell	G1	[-6.6950786836943585, 27.181096808298793, -14.572084448072475]	10.259921
26	1	False	GenericCell	G1	[6.01671089474931, -2.5999227262040874, 18.401448640826747]	10.59981769230769
26	2	False	GenericCell	G1	[17.4590014002823, 20.528901698811595, 0.6609955393650837]	10.39987846153846
26	3	False	GenericCell	G1	[1.984123443839119, -17.51220833357118, 2.442097718439257]	10.472583636363638
27	0	False	GenericCell	G1	[-2.846134666896222, 28.584596911808347, -17.438409170605233]	10.519842
27	1	False	GenericCell	G1	[8.375649707803484, 0.430877808890755, 15.199940278705014]	10.79975692307692
27	2	False	GenericCell	G1	[21.16910943019955, 17.37061691948717, -0.461651181126814]	10.59981769230769
27	3	False	GenericCell	G1	[4.731086094272028, -19.621214343796396, 6.048521133120419]	10.708875454545456
28	0	False	GenericCell	G1	[-6.835118915756966, 25.592781228695674, -17.808603147625316]	10.779763
28	1	False	GenericCell	G1	[10.960352774337515, -2.533439526587889, 18.287355507084634]	10.99969615384615
28	2	False	GenericCell	G1	[24.480270969653507, 14.607388757196894, -2.9916273436166545]	10.79975692307692
28	3	False	GenericCell	G1	[8.427182191649617, -22.355415686444502, 8.013976972566182]	10.945167272727275
29	0	False	GenericCell	G1	[-4.78718587048653, 30.040979084045077, -18.818309085883747]	11.039684000000001
29	1	False	GenericCell	G1	[7.39959095863636, -3.790627567740098, 21.564618621487945]	11.19963538461538
29	2	False	GenericCell	G1	[29.07896812922202, 13.968869394968884, -1.1357508771899614]	10.99969615384615
29	3	False	GenericCell	G1	[5.472412349690407, -19.547233881339093, 5.118558154757045]	11.181459090909094
30	0	False	GenericCell	G1	[-2.1521233100305053, 26.77359803736204, -16.10157089491661]	11.299605000000001
30	1	False	GenericCell	G1	[5.514805201286495, 0.40013442840142455, 19.59355379744308]	11.39957461538461
30	2	False	GenericCell	G1	[31.615006700656057, 16.857167026536874, 2.0620992061750387]	11.19963538461538
30	3	False	GenericCell	G1	[1.3734712721424795, -20.88135621785353, 7.6520931622127355]	11.417750909090913
